==========================================================
 ANALYSIS REPORT: Week 2
==========================================================

0. Solver Configuration
-----------------------
  max_iter             : 1000
  time_limit           : 3600
  tol                  : 1e-08
  patience             : 100
  mip_rc_threshold     : 1e+10
  mip_gap              : 0.0001

1. Performance Metrics
----------------------
  Objective Value : 11,163,600.00
  RMP Relaxed Value (Root): 11,163,600.00
  Integrality Gap       : 0.0000 %
  MIP Best Bound (Final)  : 11,163,600.00
  Final MIP Gap           : 0.0000 %
  Execution Time  : 358.5734 sec
  Iterations      : 102
  RMP Time  : 15.8365 s
  MIP Time  : 0.1578 s
  Pool Search Time: 313.6503 s
  Graph Search Time: 0.0000 s
  MIP Decision Variables: 238 (Columns used in Final MIP)
  MIP Filtered Columns  : 0 (Removed before MIP)

2. Column Generation & Pool Statistics
--------------------------------------
  Total Columns Generated (History) : 238
  Columns Added to RMP              : 223
  Columns Added to Queue (Backlog)  : 11117781

3. Shift Pattern Diversity (Unique Patterns)
------------------------------------------
  Type: TypeA  | Unique Patterns:    2 / Total Gen:    2
       -> Avg Length of Unique Patterns: 25.5 hours
  Type: TypeB  | Unique Patterns:  124 / Total Gen:  125
       -> Avg Length of Unique Patterns: 35.9 hours
  Type: TypeC  | Unique Patterns:  105 / Total Gen:  106
       -> Avg Length of Unique Patterns: 18.7 hours

4. Final Schedule Assignment Breakdown
--------------------------------------
  Emp 0  (TypeA): 43 hours worked
  Emp 1  (TypeB): 33 hours worked
  Emp 2  (TypeB): 38 hours worked
  Emp 3  (TypeC): 19 hours worked
  Emp 4  (TypeC): 27 hours worked

5. Iteration History (Convergence Log)
--------------------------------------
Iter  | RMP Obj Value   | RMP Add    | Queue Add 
93    | 11,163,600.00   | 2          | 34932     
94    | 11,163,600.00   | 2          | 50467     
95    | 11,163,600.00   | 2          | 66403     
96    | 11,163,600.00   | 2          | 66319     
97    | 11,163,600.00   | 2          | 68281     
98    | 11,163,600.00   | 2          | 64682     
99    | 11,163,600.00   | 2          | 68271     
100   | 11,163,600.00   | 2          | 60367     
101   | 11,163,600.00   | 2          | 47013     
102   | 11,163,600.00   | 2          | 72101     
